,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
98,Greys,4.0,450.5393596,78929.88401000001,30-45,22714.14807,No,632.8008627,No,Male,By_16:00,0.7598117059999999,0.611233568,8072.0,393.9426748,47.80888301,6043.578265,565.0457102000001,1.146834833,19.84798919,3.928,50832.08615,No,276223.0802,3.771906982,525.5692916,90.79196609,150.1797865,40.0,Foreign_Affairs,9.0,119.43523219999999,2.0,Foot_or_bicycle,Public_Sector,No,0.0,451.39105240000004
103,Turquoises,6.0,314.83030160000004,48343.086110000004,30-45,11128.06774,Yes,836.2866046,Yes,Male,By_16:00,0.14063215,0.9440685529999999,8124.0,536.1276199,73.74393865,5678.840362,580.20616,84.10777859,23.15442981,1.876,64875.87549,Yes,212206.2649,2.943980349,460.65851219999996,69.64075211,104.94343390000002,80.0,Healthcare,13.0,127.17247759999998,3.0,Public_or_other,Student_or_Unemployed,No,0.0,615.4117909
105,Turquoises,8.0,692.7152118,82271.70822,Below_30,53558.056710000004,No,599.0121498,Yes,Female,By_16:00,0.6984909290000001,0.392962831,9070.0,340.152493,1.354352105,4243.315014,203.51407749999998,63.28660059,18.4432235,0.93,45102.577560000005,No,126950.4046,1.152018642,356.3010028,16.80895186,230.9050706,100.0,Education,15.0,215.4311401,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,514.4896117
108,Browns,2.0,407.7652347,18401.2701,Below_30,18620.642480000002,Yes,241.2830595,Yes,Female,After_16:00,0.48498377200000004,0.6632840870000001,7188.0,206.3613001,78.82301132,1766.536158,769.4255019999999,,14.36528107,8.812000000000001,20743.29573,Yes,18328.11149,0.203292726,135.38135580000002,,135.9217449,80.0,Healthcare,14.0,626.2536011,1.0,Public_or_other,Student_or_Unemployed,Yes,0.0,84.03950773
109,Oranges,4.0,647.2863514999999,117667.1595,Below_30,46779.05332,No,515.7096609,No,Female,By_16:00,0.276238062,0.04592294,3940.0,317.1094253,76.49281359999999,6087.77859,748.5730092,26.3870663,17.80756652,8.06,42725.48229,Maybe,297413.1383,0.30565390800000003,545.3559739,84.22797373,215.76211719999998,30.0,Military,7.0,239.8816048,2.0,Foot_or_bicycle,Public_Sector,Yes,2.0,351.55116150000003
110,Turquoises,10.0,142.17399740000002,18232.31278,30-45,2303.329726,Yes,,Yes,Male,After_16:00,0.195881136,0.124411097,9437.0,374.1986012,1.33368026,4595.580184,72.26549229,80.45734959,19.34421364,0.563,48203.54581,Maybe,148008.1689,7.369690381,384.7182982,94.69999878,47.39133247,70.0,Social,9.0,170.9200244,0.0,Foot_or_bicycle,Industry_or_other,Yes,2.0,509.8889847
113,Turquoises,6.0,361.8533383,56390.16794,Below_30,14679.26649,Yes,694.8280707,Yes,Male,After_16:00,0.06752409599999999,0.324830557,4225.0,444.35859500000004,25.73859075,5563.829616,60.79753442,78.26711594,21.07981487,5.775,54911.472429999994,Maybe,218566.7619,8.057771234,467.5112426,70.44794145,120.6177794,90.0,Environment,12.0,64.53768713,1.0,Foot_or_bicycle,Hightech,No,1.0,496.3084219
115,Browns,7.0,240.99269180000002,5335.6495859999995,30-45,6543.383951,No,355.1058364,Yes,Female,After_16:00,0.47030167,0.8319796420000001,9385.0,265.4011956,32.25521932,1195.011278,790.3485415,46.25315496,16.29113856,6.615,27402.973639999997,No,4411.7344570000005,4.127227187,66.42088871,56.05268644,80.33089725,80.0,Healthcare,10.0,567.3385975,1.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,219.2053429
116,Greens,10.0,72.48157555,6262.886340999999,45_and_up,617.8915024,Yes,799.6675759,Yes,Male,By_16:00,0.9255180209999999,,3151.0,509.20403650000003,18.47488009,3610.6060049999996,948.7995837999999,29.85014333,22.56554977,6.849,59654.30974,No,67194.90117000001,2.030526551,259.2197932,5.304756085,24.16052518,60.0,Financial,8.0,274.22781960000003,1.0,Public_or_other,Industry_or_other,No,1.0,630.9239274
117,Browns,10.0,444.2060555,21909.51649,Below_30,22082.40422,No,210.9572151,Yes,Female,After_16:00,0.9434842309999999,0.453771871,5536.0,,,1893.023307,647.0789053,45.329188,14.37597436,10.464,19516.25203,Yes,21894.707469999998,1.75468259,147.968603,61.884019099999996,148.0686852,60.0,Financial,12.0,663.3739663,3.0,Motorcycle_or_truck,Hightech,Yes,2.0,20.31715981
119,Turquoises,8.0,750.5308655,124176.6946,45_and_up,62848.68585,No,663.8606288,Yes,Female,After_16:00,0.392691426,0.24705740199999998,6691.0,411.9753753,77.56299556,5787.505227000001,935.7225285000001,,20.29717654,3.3089999999999997,52594.64596,No,246368.7304,7.779389394,496.3554476,79.07182872,250.17695519999998,90.0,Environment,11.0,89.06947648,4.0,Foot_or_bicycle,Services_or_Retail,No,0.0,486.89449249999996
121,Whites,6.0,170.6495536,18038.67072,30-45,3302.5798670000004,Yes,612.5633327,Yes,Female,After_16:00,0.38520121399999996,0.07072116099999999,3950.0,344.5201287,96.63321108,3860.2183240000004,214.3282231,16.53013602,18.56125343,6.05,45408.65108,No,100563.7033,2.0433997919999998,317.11780669999996,70.33029674,56.88318453,90.0,Environment,10.0,243.6138171,4.0,Car,,Yes,4.0,541.5668722999999
122,Pinks,4.0,538.7252524,52925.89638,Below_30,32436.78592,No,587.3774375,Yes,Female,After_16:00,0.15019359300000001,0.41518503700000003,4494.0,379.5937991,63.54295164,3706.472665,929.5582642999999,47.57085668,19.48316707,5.506,45326.31625,,86864.89266,5.7527622670000005,294.72850669999997,75.86838531,179.5750841,90.0,Environment,8.0,247.3557065,2.0,Motorcycle_or_truck,Services_or_Retail,No,3.0,432.54033530000004
126,Turquoises,2.0,155.9301754,19492.05522,45_and_up,2763.55668,No,613.6642414,Yes,Female,By_16:00,0.109005145,0.48988595,6001.0,408.01120560000004,35.68032084,4566.173113,930.9788484,90.23333313,20.19928726,3.9989999999999997,48627.97451,Yes,140636.3029,3.3575045130000003,375.0150702,33.15123965,51.97672513,70.0,Social,12.0,175.56397969999998,2.0,Public_or_other,Industry_or_other,Yes,0.0,
128,Turquoises,1.0,640.0727515,94769.11468,30-45,45744.81616,No,696.6728852000001,Yes,Male,By_16:00,0.989543575,0.7402393079999999,3417.0,458.5137266,95.85361308,5358.824786,951.624199,45.812013,21.41293363,6.582999999999999,55253.41126,Yes,197295.6354,0.74257673,444.17973330000007,81.52534422,213.3575838,90.0,Environment,12.0,72.59664224,4.0,Motorcycle_or_truck,,Yes,3.0,479.1851158
129,Khakis,2.0,703.8210276000001,70292.69900000001,Below_30,55285.055779999995,No,575.5807531,Yes,Female,By_16:00,0.380926891,0.06320168,7678.0,375.5624305,8.378804964,3747.3140729999996,254.204877,61.71327112,19.37943318,2.322,44688.699089999995,Yes,89771.49793,0.41766248899999997,299.6189212,98.5607527,234.60700919999996,80.0,Healthcare,7.0,250.6472167,0.0,Motorcycle_or_truck,Hightech,No,0.0,415.2253471
130,Turquoises,8.0,166.3542193,23546.67095,30-45,3140.309883,Yes,660.5298544,Yes,Female,After_16:00,0.554272701,0.439261656,3623.0,385.1775275,86.24172218,5016.716411,66.28663396,1.076103677,19.62594017,6.377000000000001,50517.713939999994,No,180315.8476,5.77159794,424.63613560000005,10.6605994,55.45140645,60.0,Financial,11.0,143.864031,2.0,Car,Hightech,Yes,0.0,542.8129322000001
131,Turquoises,8.0,412.6773333,53905.644089999994,Below_30,19070.06816,Yes,670.4038638999999,Yes,Female,By_16:00,0.559299078,0.492217649,4237.0,475.55974299999997,65.6498218,4869.84531,56.63335533,83.08880725,21.80733232,5.763,54054.40384,Yes,153564.1208,5.449979717000001,391.87258239999994,75.95472436,137.5591111,90.0,Environment,15.0,145.06901489999998,3.0,Public_or_other,Student_or_Unemployed,No,0.0,406.425674
133,Greens,10.0,247.54632850000002,23346.79077,45_and_up,6901.31375,No,801.126846,Yes,Female,After_16:00,0.11208305699999999,0.22826081899999998,8894.0,,0.6674055010000001,3833.129916,992.2531454,65.30510474,22.40251665,1.1059999999999999,59732.55983,Maybe,80054.16149,4.486399167,282.9384412,42.52251210000001,82.51544284,100.0,Education,12.0,259.55174569999997,2.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,642.2950497
134,Yellows,7.0,1340.178406,124994.3923,30-45,200020.9662,No,525.6840069,Yes,Male,By_16:00,0.6713112659999999,0.129278704,5651.0,331.287798,43.7505244,3460.58499,486.4396346,87.25510461,18.20131308,8.349,40438.70496,Yes,78288.56567000001,0.502579589,279.8009394,68.69132759,446.7261353999999,60.0,Financial,11.0,295.1852029,4.0,Public_or_other,Hightech,Yes,2.0,399.0897895
136,Greys,1.0,284.3887558,53399.40901,Below_30,9091.125634,Yes,735.6141472999999,No,Female,By_16:00,0.258977338,0.06380841799999999,5181.0,508.2628494,22.81866258,6649.597462,821.7498674,88.49618682,22.54468561,6.819,60442.20575,Yes,317314.9749,3.4027412860000004,563.3071762999999,58.48111096,94.79625194,40.0,Foreign_Affairs,7.0,85.12619602,3.0,Public_or_other,Public_Sector,Yes,1.0,443.69373039999994
137,Turquoises,7.0,89.03186006,10309.99792,30-45,920.4186317,Yes,636.1433202000001,Yes,Male,By_16:00,0.62308547,0.9805977229999999,5671.0,399.7753087,13.74551484,4273.587185,944.7732228,71.91992484,19.99438193,4.329,49001.724989999995,Yes,120689.3007,9.694891237,347.4036567,11.1570481,29.67728669,80.0,Healthcare,11.0,183.3371892,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,483.2103534
138,Turquoises,2.0,534.2733535,72867.09535,45_and_up,31904.537360000002,No,634.4887449,Yes,Male,After_16:00,0.24900227,0.044741584,8390.0,405.3884625,53.29987921,,866.4611843,38.71138392,20.13426091,1.61,49908.01451,Yes,,2.8484323710000004,409.156258,95.67987083,178.0911178,90.0,Environment,15.0,137.8937483,3.0,Car,Public_Sector,No,0.0,457.4470057
140,Greys,3.0,119.09523970000001,19516.80085,30-45,1625.6624259999999,Yes,695.2987703,Yes,Male,After_16:00,0.405884048,0.984177959,3618.0,427.6964107,49.34514302,5771.660064,156.9453464,61.98744096,20.68082229,8.382,54588.99627,No,241696.836,4.337904032,491.62672419999996,17.6456244,39.69841323,30.0,Military,6.0,76.16112478,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,522.4186565
141,Khakis,9.0,369.8285069,40863.9801,45_and_up,15330.29,Yes,602.9632991000001,Yes,Female,By_16:00,0.283213361,0.34306607899999997,7828.0,400.66336939999997,6.742958236000001,4116.158831000001,512.6502337000001,93.27704711,20.01657736,2.1719999999999997,47312.309610000004,No,109881.118,0.7179743679999999,331.4832092,39.42721477,123.276169,80.0,Healthcare,7.0,211.9395639,2.0,Foot_or_bicycle,Industry_or_other,No,3.0,418.4358915
142,Turquoises,4.0,620.9416943,99275.09035,Below_30,43057.934760000004,Yes,688.5541415,Yes,Female,After_16:00,0.509919496,0.602956691,5013.0,401.43117689999997,13.69810491,5599.2107670000005,458.18036960000006,20.04678096,20.03574747,4.987,53116.205969999995,Maybe,230049.5811,9.65908712,479.63484139999997,99.0185865,206.9805648,70.0,Social,9.0,116.4694021,3.0,Public_or_other,Student_or_Unemployed,No,0.0,558.6051963
143,Browns,4.0,628.6343079,43584.9267,30-45,44128.55511,No,553.0094201,Yes,Female,After_16:00,0.7166893320000001,0.9120883390000001,5075.0,478.8408835,87.20386443,3037.663379,819.7671087,23.68432868,21.88243322,10.925,46500.868630000004,No,43263.23505,7.29059088,207.9981612,17.83624724,209.5447693,80.0,Healthcare,13.0,417.39153030000006,3.0,Car,Industry_or_other,Yes,0.0,202.5056178
144,Reds,2.0,931.08556,197653.0968,30-45,96644.84186,No,797.4755486,No,Male,After_16:00,0.24183047,0.44247082600000004,9311.0,504.21885729999997,10.01081767,7376.910344,,88.84921207,22.45481813,2.6889999999999996,64043.62919,Maybe,405574.4363,2.52099372,636.8472628999999,92.34739325,310.3618533,40.0,Foreign_Affairs,10.0,149.4774112,3.0,Car,Public_Sector,,0.0,559.9877014
149,Turquoises,8.0,89.1977037,14010.952659999999,Below_30,923.7581617999999,Yes,672.9865067000001,Yes,Male,By_16:00,0.9573615259999999,,5835.0,385.1258557,53.31042809,5482.576832,296.72652719999996,94.38057167,19.62462371,4.165,51666.520489999995,Maybe,222060.0804,9.600513214,471.232512,71.5777002,29.7325679,70.0,Social,10.0,132.0828677,3.0,Public_or_other,Student_or_Unemployed,Yes,0.0,558.4999706
150,Turquoises,6.0,508.7975727,70330.60779,Below_30,28943.484739999996,Yes,713.4794717,Yes,Male,After_16:00,0.5773004589999999,0.918386032,4115.0,444.6060274,39.9244139,5036.083713,842.1745882000001,64.83581364,21.085683,5.885,55123.96921,Yes,171965.4455,0.223639172,414.6871658,91.70421881,169.5991909,60.0,Financial,10.0,110.7210124,1.0,Car,Services_or_Retail,Yes,1.0,543.730661
151,Browns,7.0,868.4006011,27633.170830000003,45_and_up,84090.53397,No,482.2067323,Yes,Female,After_16:00,,0.88766669,5800.0,487.48137199999996,25.95773479,1929.585672,727.5320569,27.64150084,22.07898032,10.2,42182.02308,Maybe,9113.049354,2.30688503,95.46229284,64.62385796,289.466867,90.0,Environment,13.0,592.0786891,0.0,Motorcycle_or_truck,Industry_or_other,Yes,3.0,67.85453656
152,Blues,4.0,1091.265426,281558.5322,45_and_up,132691.5584,Yes,846.1967765,No,Male,By_16:00,0.037520882,0.9360231090000001,5192.0,545.0588551,74.62245321,8830.449042,711.2312356000001,28.55063109,23.34649556,8.808,69562.33438,No,599127.2913,0.618531425,774.0331332000001,52.15882084,363.75514189999996,60.0,Financial,8.0,283.3982364,1.0,Foot_or_bicycle,Hightech,No,0.0,556.4809872000001
153,Turquoises,,988.0475424000001,134754.9268,Below_30,108810.2321,No,697.7629157,Yes,Female,By_16:00,0.164933852,0.515661412,,478.2333228,18.15056831,5048.018551,386.20591160000004,23.23856228,21.86854643,3.333,55630.424739999995,Maybe,167407.97,1.830818569,409.1551906,53.67221606,329.3491808,80.0,Healthcare,13.0,104.62958929999999,1.0,Car,Public_Sector,No,0.0,452.8748123
156,Browns,8.0,723.8820507999999,49261.09949,Below_30,58474.09662999999,No,358.71175310000007,Yes,Male,After_16:00,0.732222945,0.135556104,3038.0,295.72599039999994,96.48685462,2632.990355,558.01674,49.06245556,17.19668545,12.962,30447.271460000004,Maybe,41678.78931,7.086413931,204.15383740000001,51.39763681,241.29401690000003,80.0,Healthcare,11.0,505.75221610000006,1.0,Public_or_other,Public_Sector,No,2.0,144.285956
158,Whites,2.0,589.8608958,103532.3347,30-45,38866.16212,Yes,609.0366435,No,Male,After_16:00,0.5662879129999999,0.9837932859999999,9125.0,367.6717314,69.63529605,6000.940932,810.8547546,33.08791537,19.17476809,0.875,48737.155289999995,No,277265.1671,3.943728642,526.5597468999999,27.34998122,196.6202986,80.0,Healthcare,9.0,143.6031874,3.0,Car,Hightech,No,0.0,450.95222120000005
159,Browns,8.0,509.37739410000006,58780.50487999999,30-45,29009.27354,Yes,411.527193,Yes,Male,By_16:00,0.227661495,0.011939947,8654.0,416.6010784,15.61152809,4295.105191,373.33901089999995,33.55764237,20.41080788,7.346,39303.81226,Maybe,119847.7262,4.63476842,346.1903034,61.21852479,169.79246469999998,80.0,Healthcare,14.0,526.0170131,2.0,Public_or_other,Public_Sector,No,0.0,3.9343841860000004
161,Turquoises,3.0,59.48418416,9059.048044,45_and_up,422.98007970000003,Yes,698.6231524,Yes,Female,By_16:00,0.144511713,0.10069848199999999,7848.0,414.731836,52.52756225,5398.265366,931.4612558,19.73807253,20.364965899999998,2.1519999999999997,53810.62798,Yes,208739.4892,5.685097557000001,456.8801694,97.04042199999999,19.82806139,60.0,Financial,10.0,112.4844618,3.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,559.352966
163,Khakis,2.0,267.2367213,25593.33796,45_and_up,8034.1305950000005,Yes,,Yes,Female,By_16:00,0.217295271,0.213165233,4337.0,340.0568227,62.35236425,3553.222308,994.6318739,16.50250128,18.44062967,5.662999999999999,40772.06295,Yes,82547.53386,1.47839786,287.3108662,83.66433319,89.07890709,90.0,Environment,9.0,292.94527969999996,5.0,Car,Services_or_Retail,No,2.0,377.53184369999997
164,Pinks,2.0,178.1015951,20059.077690000002,30-45,3593.83144,Yes,637.6423093,Yes,Female,By_16:00,0.031597417,0.213139563,4076.0,365.70163419999994,63.87233175,4110.218211,259.9844725,9.667073144,19.12332696,5.9239999999999995,47637.35983,Yes,114163.9041,0.212742994,337.88149419999996,,59.36719836,80.0,Healthcare,7.0,216.24825180000002,0.0,Motorcycle_or_truck,Hightech,Yes,0.0,549.4453781000001
165,Pinks,2.0,400.81311600000004,97468.54655,Below_30,17993.73259,Yes,957.1814132999999,No,Male,By_16:00,0.7599275990000001,0.288516909,7993.0,695.7564295,4.498933675,8686.824015,447.5223563999999,95.15132874,26.37719526,2.0069999999999997,79932.72902,Maybe,532215.6486,7.507599024,729.5311156,89.95648883,133.60437199999998,70.0,Social,6.0,302.09959069999996,2.0,Public_or_other,Public_Sector,Yes,0.0,516.0950302
166,Browns,3.0,338.77265550000004,18692.68835,30-45,12874.80334,No,429.7019783,Yes,Male,After_16:00,0.02171183,0.252785875,6419.0,300.0859105,8.722515823,2255.502148,939.2029822000001,86.83395637,17.32298792,9.581,33402.21675,Maybe,27401.184910000004,1.803630558,165.53303269999998,63.29051522,112.92421850000001,60.0,Financial,8.0,444.48704749999996,4.0,Public_or_other,Public_Sector,No,0.0,286.14271119999995
171,Reds,9.0,105.0421271,18875.11031,Below_30,1270.9972050000001,Yes,830.7656291000001,No,Female,After_16:00,0.5050938620000001,0.366835235,4477.0,500.7061842,95.19231899,6392.138214,636.7314288,68.65212684,22.37646496,7.523,64226.9777,Maybe,290599.2514,7.578371258,539.0725846,96.80937822,35.01404236,40.0,Foreign_Affairs,10.0,157.37480580000002,1.0,Public_or_other,Industry_or_other,No,0.0,652.4456097999999
172,Pinks,9.0,38.93653429,8941.729131999999,Below_30,191.4292561,Yes,877.8783344000001,No,Male,After_16:00,0.518706502,0.5294469629999999,9526.0,638.1490841,94.2458851,8165.762751,67.43025151,59.13213452,25.26161286,0.474,73557.89411000001,Maybe,474647.2224,9.033889181000001,688.9464583,70.03370840000001,12.97884476,100.0,Education,11.0,236.06881069999997,1.0,Car,Services_or_Retail,No,3.0,469.2990257
173,Blues,2.0,1478.273403,57986.110779999995,30-45,243313.0083,Yes,928.1821292999999,Yes,Female,By_16:00,0.46529853600000004,0.148322407,3840.0,490.0480118,66.44637536,2156.863,91.1913428,12.44087364,22.13702807,10.16,63071.42225,Yes,13847.80517,1.739460251,117.67669769999999,38.74610907,492.7578011,80.0,Healthcare,11.0,591.1336134,1.0,Motorcycle_or_truck,Public_Sector,Yes,1.0,950.7424978
174,Oranges,10.0,133.689512,,45_and_up,2040.4393489999998,No,759.7862913,Yes,Male,After_16:00,0.252620783,0.693155484,6314.0,415.45085839999996,45.18045515,3630.237389,315.6925633,98.81944028,20.38261167,5.686,54457.748770000006,Maybe,78362.80207,2.304214886,279.93356719999997,,44.56317065,30.0,Military,7.0,319.587783,2.0,Public_or_other,Student_or_Unemployed,No,3.0,715.774324
175,Browns,3.0,234.5004667,841.2323631,Below_30,6198.218921,No,65.12091705,Yes,Male,By_16:00,0.09997733800000001,0.388005476,3564.0,60.33620925,23.80592944,228.29254930000002,228.16818250000003,71.92518811,7.767638589,12.436,5457.988824,Yes,115.82092549999999,0.515170868,10.76201308,99.31743452,78.16682224,90.0,Environment,12.0,814.5878946,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,19.48425483
177,Khakis,8.0,185.6486878,20697.114709999998,Below_30,3901.3757060000003,Yes,583.4111215,Yes,Female,After_16:00,0.231062766,0.16518508199999998,9602.0,384.3869532,98.84257976,4113.33534,770.3682941000001,54.59779026,19.60578877,0.39799999999999996,45821.504160000004,Maybe,111860.9118,4.861487392,334.4561433,22.57947966,61.88289594,60.0,Financial,5.0,221.8756375,2.0,Foot_or_bicycle,Public_Sector,,0.0,408.0344986
178,Browns,6.0,243.3922904,8779.872693000001,45_and_up,6673.331542,No,449.97930030000003,Yes,Male,By_16:00,0.7640585590000001,0.32148364,4358.0,378.9607434,28.29151475,1840.109343,278.6596383,3.428779799,19.46691407,11.642000000000001,36668.84545,Yes,11711.30555,2.666831694,108.21878559999999,14.517724300000001,81.13076346,60.0,Financial,11.0,510.3393663,2.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,196.18550530000002
179,Blues,8.0,1385.280634,83905.46327000001,30-45,213694.253,Yes,1010.6712150000001,Yes,Male,After_16:00,0.847638934,0.052807133,9322.0,828.4829741000001,69.89729383,3474.044622,583.0788377,45.20116663,28.78338017,4.678,80723.49625,No,33017.74908,2.043625424,181.7078674,23.24795793,461.7602114,100.0,Education,14.0,457.43878279999996,0.0,Foot_or_bicycle,Hightech,,1.0,493.7315034
181,Reds,4.0,993.0311526,146645.8402,30-45,109908.8848,Yes,791.3452745,Yes,Male,By_16:00,0.36655139700000006,0.848176183,9247.0,506.5965505,79.32070063,5443.442036,941.5138847999999,80.36053861,22.50769981,2.753,61450.01816,Maybe,196271.0563,4.54666575,443.02489349999996,6.249882792999999,331.0103842,50.0,Other,9.0,100.2419767,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,582.2117793
182,Browns,4.0,713.6350704,2329.263038,Below_30,56833.99099,No,50.82095412,Yes,Male,After_16:00,0.8749747999999999,0.17103831600000002,6241.0,38.32086537,29.51247634,174.55997219999998,729.5437599999999,54.95007923,,9.759,3938.3679119999997,Yes,95.87982008,4.400084186,9.791824145,35.20560265,237.8783568,80.0,Healthcare,12.0,820.7853257,0.0,Public_or_other,Public_Sector,Yes,2.0,30.70598574
